,instr,class,nb.repeat,attendance,difficulty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
1748,2,11,1,3,3,3,3,4,4,3,3,4,5,3,3,3,3,3,3,3,3,4,4,4,4,3,5,4,4,4,5,4,3
1749,2,11,1,3,4,3,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,5,3,2,3,4,2,2,2
1751,2,11,1,1,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1753,2,11,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1754,2,11,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2
1757,2,11,1,2,2,3,3,4,4,3,2,2,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1758,2,11,1,1,4,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1759,2,11,1,1,4,1,1,3,1,3,1,3,3,1,1,2,2,3,4,3,1,4,3,4,3,3,4,3,3,4,3,2,3
1760,2,11,1,1,4,3,3,3,3,2,2,2,3,4,2,3,1,2,2,2,2,5,2,5,4,4,4,4,4,4,4,4,4
1763,2,11,2,1,3,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2
1765,2,11,1,3,5,1,3,2,2,2,2,2,2,4,1,1,1,2,2,3,3,3,3,2,2,1,1,1,1,1,1,1,1
1767,2,11,1,3,4,4,4,5,4,3,4,4,4,5,4,4,5,4,5,4,3,3,3,4,5,4,4,4,4,5,4,4,4
1770,2,11,1,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1780,2,11,2,1,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1783,2,11,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,4,2,3,2,3,3,3,3,3,3,3,3
1789,2,11,1,3,4,3,3,3,4,3,2,2,2,2,3,4,4,2,2,3,1,4,2,3,3,3,4,4,2,2,2,2,4
1797,2,11,1,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1799,2,11,1,4,5,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
1802,2,11,1,4,5,2,3,3,4,1,1,1,2,3,3,2,2,3,3,3,3,5,1,4,5,5,5,2,3,4,4,2,5
1803,2,11,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
1806,2,11,1,2,4,2,2,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1807,2,11,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1809,2,11,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,2,2,3,3,3,3,1,3,1,1,3
1810,2,11,1,3,4,5,5,5,4,2,2,1,3,2,2,5,3,4,4,4,3,5,5,4,4,5,5,5,5,5,5,5,5
1811,2,11,1,2,4,3,3,2,3,2,2,2,2,4,2,3,2,4,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3
1812,2,11,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,3,3,3,2,3,3,3
1813,2,11,1,2,3,2,2,3,2,4,3,3,2,2,3,3,3,4,5,4,4,5,4,4,5,4,4,3,5,4,3,4,5
1815,2,11,1,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1816,2,11,1,4,4,3,3,3,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
1817,2,11,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,3,4
1819,2,11,1,2,2,2,2,1,2,1,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1820,2,11,1,1,3,5,4,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5
1822,2,11,1,3,5,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,2,5,4,3,4,4,4,4,3,3,3,3,3
1824,2,11,1,4,3,4,4,4,4,3,3,2,3,3,3,3,5,3,3,4,3,3,3,3,2,3,3,4,4,4,3,4,3
1825,2,11,1,4,3,5,5,5,5,5,5,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1827,2,11,1,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1832,2,11,1,3,4,3,4,3,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1838,2,11,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
1842,2,11,1,3,4,4,4,4,4,4,2,2,4,2,5,5,4,4,5,5,4,3,5,3,4,4,4,4,4,5,4,3,3
1843,2,11,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,5,3,3,1,1,1,1,1,1,1,1,1
1845,2,11,1,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1853,2,11,1,1,4,4,4,4,4,1,1,1,1,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
1856,2,11,1,3,3,2,4,4,4,4,4,3,3,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
1857,2,11,1,2,3,2,4,4,3,4,3,3,3,5,5,5,1,5,5,5,5,5,5,4,5,5,5,3,3,5,4,5,5
1858,2,11,1,2,3,2,4,4,2,4,2,2,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1859,2,11,1,3,4,4,4,4,4,3,3,3,3,3,4,4,2,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,5
1860,2,11,1,1,4,3,2,1,3,4,2,1,3,4,3,4,2,4,4,4,3,4,4,3,3,4,4,3,2,3,3,4,2
1861,2,11,1,3,3,3,3,4,5,4,3,3,3,2,3,3,3,4,4,5,4,5,5,5,5,5,5,5,4,5,4,4,4
1864,2,11,2,4,4,1,1,2,2,2,3,3,4,4,4,2,2,2,2,3,1,4,4,4,1,1,1,1,2,2,2,2,4
1865,2,11,1,4,4,4,4,5,4,5,3,3,4,4,4,3,3,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5
1866,2,11,1,4,3,2,2,3,4,4,2,4,1,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4
1867,2,11,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,4
1868,2,11,1,3,3,1,1,5,3,2,1,1,1,3,2,5,3,5,4,4,2,4,5,4,5,5,5,5,4,5,4,4,4
1869,2,11,1,3,4,1,2,4,2,3,2,3,3,3,3,2,2,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3
1870,2,11,1,4,3,2,2,3,3,3,2,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,3,2,3,2,3
1871,2,11,1,2,4,2,3,3,4,2,2,2,2,4,3,3,2,4,4,4,3,5,5,3,4,4,4,3,2,4,2,4,4
1873,2,11,1,1,3,3,5,4,3,4,1,1,3,4,4,4,3,3,4,4,4,4,4,3,3,5,4,2,4,4,4,4,2
1874,2,11,1,3,3,4,3,2,4,2,2,2,2,4,3,3,2,2,3,4,3,4,4,3,4,4,4,3,2,4,4,3,4
1876,2,11,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
1882,2,11,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1884,2,11,3,1,2,1,1,1,1,1,1,1,3,3,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5
1887,2,11,1,3,3,2,2,3,2,4,2,2,2,3,2,4,2,3,3,3,2,4,4,4,3,4,3,3,3,2,3,4,4
1891,2,11,1,2,3,3,3,4,3,4,4,4,4,3,4,4,2,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3
1892,2,11,1,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1894,2,11,1,2,2,3,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1895,2,11,1,2,4,2,5,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1898,2,11,1,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1899,2,11,1,2,3,5,5,5,5,5,2,2,2,5,3,5,5,5,5,5,3,5,5,5,4,5,5,3,3,3,4,1,5
1901,2,11,1,1,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1902,2,11,1,1,2,3,3,4,3,4,3,4,5,4,3,4,5,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4
1903,2,11,1,4,4,1,2,3,1,2,1,2,2,4,3,3,2,4,4,3,3,4,4,3,4,4,3,3,3,4,4,4,4
1904,2,11,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1907,2,11,1,3,3,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1,5,4,2,3,3,2,3,3,4,3,4,4
1908,2,11,1,1,3,5,5,3,5,3,4,3,2,3,3,3,2,2,2,2,2,5,2,2,3,3,3,2,2,3,3,1,3
1909,2,11,1,1,3,1,2,4,4,3,1,1,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1910,2,11,1,4,3,3,3,4,3,4,3,3,2,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4
1915,2,11,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
1916,2,11,1,4,4,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,5,1,1,5,5,5,5,1,1,5,5,3
1917,2,11,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1,5,4,3,1,3,3,1,1,3,3,1,3
1918,2,11,1,4,5,1,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,4,4,1,1,3,3,1,1,1,1,1,1
1919,2,11,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1923,2,11,1,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,4,4,4
1927,2,11,1,4,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1929,2,11,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1933,2,11,1,3,3,2,2,4,2,2,2,2,2,3,2,4,4,4,4,3,3,5,4,4,4,4,4,3,2,3,2,3,2
1934,2,11,1,3,3,2,2,2,2,3,2,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1935,2,11,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3
1939,2,11,1,3,3,2,2,4,2,2,2,3,2,4,3,3,3,1,3,3,2,5,4,4,3,4,4,4,3,4,3,3,4
1940,2,11,1,3,3,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,5,4,5,5,5,4,5,4,5,4,3
1941,2,11,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5
1942,2,11,1,4,1,3,4,5,3,1,1,3,5,5,1,5,1,3,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5
1943,2,11,1,3,4,3,3,4,3,2,2,2,2,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,3,5
1944,2,11,1,3,4,3,4,4,4,2,2,2,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4
1946,2,11,1,3,3,3,4,3,4,4,4,3,4,4,4,3,2,4,4,3,4,4,4,4,3,2,3,3,3,3,3,3,3
1949,2,11,1,1,3,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1950,2,11,2,1,2,3,3,3,2,3,3,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1952,2,11,1,4,3,5,5,4,5,5,2,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,3,3,5,4,5
1953,2,11,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,4,3,5,5,5,1
1956,2,11,1,4,3,3,3,3,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1957,2,11,1,1,3,2,3,4,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,4,5,4,4,3,4,4,4,4,4
1959,2,11,2,2,3,2,2,2,2,3,2,1,2,4,4,5,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
1963,2,11,1,2,3,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4
1966,2,11,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4
1971,2,11,1,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1977,2,11,1,2,4,4,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1
1979,2,11,1,3,3,4,3,3,3,4,4,3,3,4,4,3,3,3,3,4,5,4,3,2,2,3,3,4,3,4,4,4,4
1981,2,11,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,3,3,4,4,4,3,3,4,4,3,3,3
1983,2,11,1,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1990,2,11,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1995,2,11,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2003,2,11,1,3,3,2,2,1,4,3,2,1,1,4,1,2,2,3,4,4,2,5,5,4,4,4,4,3,3,3,3,3,5
2011,2,11,1,1,3,1,1,1,1,2,1,3,4,3,5,4,2,2,2,3,3,4,2,4,3,5,2,2,3,4,5,4,3
2014,2,11,1,2,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,5,4,5
2016,2,11,1,1,2,3,1,2,3,3,3,1,2,1,1,2,1,1,1,3,1,4,2,3,3,4,3,2,4,2,2,1,4
2017,2,11,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2020,2,11,1,1,3,3,4,4,3,3,4,3,2,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,5,5
2022,2,11,1,1,5,1,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2023,2,11,1,1,3,4,3,3,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2025,2,11,1,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4
2028,2,11,1,2,3,1,1,3,1,1,1,1,1,3,1,3,3,2,3,2,2,5,3,2,4,4,3,3,1,3,2,2,4
2029,2,11,1,3,4,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4,5,5,5,4,4,4,3,3,3
2032,2,11,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2036,2,11,1,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2037,2,11,1,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,5,4,5,3,4,5,4,3,5,4,3,5,5,5
2041,2,11,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
2046,2,11,1,3,4,2,2,4,2,2,1,1,1,3,2,3,3,4,4,4,1,4,2,4,2,3,3,3,2,3,2,2,4
2047,2,11,1,4,4,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,2
2048,2,11,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2052,2,11,1,1,4,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3
2056,2,11,1,3,3,1,3,4,4,3,2,4,3,5,3,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5
2057,2,11,1,3,4,5,5,5,4,3,1,1,2,5,3,2,1,4,5,5,4,5,4,4,4,5,5,4,4,4,5,4,5
2063,2,11,1,1,4,4,4,5,4,5,4,4,3,3,3,4,5,4,5,5,4,4,4,3,5,4,5,4,5,5,4,4,5
2069,2,11,1,1,3,4,4,4,4,4,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
2072,2,11,1,1,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,5,4,3,5,3,3,4,4,4,4,4,4,4,4
2075,2,11,1,1,5,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2076,2,11,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2077,2,11,1,1,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
2078,2,11,1,4,5,4,4,2,3,4,5,4,3,2,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5
2079,2,11,1,3,3,2,4,4,2,4,3,4,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2081,2,11,1,1,4,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,4,4,3,3,4,4,4,3,3,4,3,3,3
2084,2,11,1,3,3,4,4,4,4,4,2,4,2,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2086,2,11,3,1,4,3,4,3,3,2,3,2,3,3,2,3,3,2,2,3,1,2,2,2,3,3,3,2,3,3,3,3,4
2090,2,11,2,1,4,4,4,4,4,4,5,5,4,2,3,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4
2099,2,11,2,1,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2101,2,11,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2105,2,11,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
2111,2,11,1,4,4,2,3,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2116,2,11,1,4,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,4,4,5,5,4,4,3,2,1,1
2117,2,11,1,3,5,5,1,1,5,5,1,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,1,5,5,1,1
2120,2,13,1,2,1,1,1,3,1,1,1,1,4,4,3,4,2,4,4,4,4,4,4,4,3,3,4,2,1,4,5,2,5
2121,2,13,1,2,3,1,1,5,1,1,1,1,1,1,1,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2122,2,13,1,4,2,3,4,3,5,3,2,3,4,3,5,3,4,3,4,4,5,5,5,4,3,4,5,5,4,4,3,4,5
2123,2,13,1,2,4,2,3,4,3,3,4,3,2,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4
2125,2,13,1,2,1,3,5,2,4,4,4,1,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2126,2,13,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2127,2,13,1,3,3,4,4,4,4,4,4,4,4,4,3,3,1,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5
2130,2,13,1,4,3,5,4,4,4,3,4,2,2,5,4,4,4,4,4,4,5,5,5,5,4,4,4,3,3,4,4,2,4
2131,2,13,1,4,3,2,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5
2132,2,13,1,2,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2134,2,13,1,3,3,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
2135,2,13,1,3,2,4,5,4,5,5,5,4,5,4,4,5,3,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5
2139,2,13,1,3,3,2,3,5,4,5,5,3,2,4,3,3,3,4,4,4,4,4,4,3,4,4,4,3,2,4,4,3,4
2140,2,13,1,4,3,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1
2141,2,13,1,4,4,4,4,3,2,2,2,2,2,4,3,2,2,2,2,2,2,4,3,3,2,4,5,3,3,4,4,2,2
2142,2,13,1,3,3,2,2,2,2,2,3,4,3,3,2,5,2,4,4,4,4,4,5,5,5,5,5,5,3,4,5,5,5
2143,2,13,1,3,3,3,4,1,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2145,2,13,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,4,3,3,2,3,3,2,2,2,1,2,3
2147,2,13,1,2,4,1,3,5,2,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2148,2,13,1,3,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
2149,2,13,1,4,2,2,2,4,3,2,1,2,1,2,2,2,3,2,3,3,1,5,4,4,4,4,4,3,2,3,3,4,4
2151,2,13,1,3,3,1,3,4,4,4,4,1,3,2,2,1,1,4,5,5,4,5,5,3,4,5,5,4,2,5,4,3,5
2154,2,13,1,3,1,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5
2156,2,13,1,4,2,3,4,2,3,2,3,4,3,2,3,2,4,2,3,3,2,1,2,2,2,2,2,3,4,3,3,2,2
2159,2,13,1,3,3,4,4,4,4,4,2,2,2,5,2,4,3,4,4,4,3,4,4,4,3,4,4,2,2,4,2,2,2
2163,2,13,1,3,4,4,4,4,4,4,4,3,2,2,2,3,2,4,4,4,2,4,4,4,3,4,3,2,2,4,2,2,4
2165,2,13,1,3,2,1,2,3,3,3,2,3,2,4,2,4,3,3,3,3,3,4,3,3,3,3,2,2,2,3,4,2,3
2168,2,13,1,4,4,4,4,4,4,4,5,5,5,5,4,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2169,2,13,1,3,3,1,2,1,3,2,2,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,3,4,4
2170,2,13,1,3,1,3,3,3,3,2,3,2,4,3,2,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
2174,2,13,1,3,2,2,4,3,4,3,2,2,3,4,3,4,3,4,4,3,4,4,4,4,5,5,5,4,2,4,4,4,4
2179,2,13,1,4,3,2,4,4,4,4,3,3,4,5,4,5,3,4,4,4,4,4,5,5,5,5,5,3,3,4,4,4,5
2193,2,13,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
2199,2,13,1,1,3,2,3,3,3,2,2,3,3,2,4,4,3,4,5,5,3,3,3,3,3,4,3,2,3,4,3,4,3
2200,2,13,1,3,3,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,4
2202,2,13,1,2,2,2,4,4,2,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2209,2,13,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2211,2,13,2,3,3,5,3,4,5,4,4,5,3,4,3,5,4,4,4,4,3,4,3,4,4,5,5,4,3,4,4,1,4
2216,2,13,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2217,2,13,1,2,2,2,2,2,3,4,4,1,4,1,3,4,1,3,4,4,3,5,5,5,5,5,5,5,3,5,5,2,5
2218,2,13,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4
2228,3,3,2,1,4,2,3,3,3,4,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4
2230,3,3,1,1,5,3,3,3,4,3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4
2235,3,3,2,1,2,2,2,3,3,3,3,3,3,2,2,2,2,4,4,4,3,4,3,3,4,3,2,2,3,4,2,3,4
2236,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,4
2247,3,3,2,1,3,2,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2252,3,3,3,2,4,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2258,3,3,1,2,4,2,3,3,3,3,3,3,4,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2259,3,3,1,2,3,1,2,3,3,1,2,2,2,4,3,1,3,3,4,2,3,5,3,2,1,2,2,3,3,2,3,3,3
2261,3,3,1,3,4,3,3,2,3,4,3,2,3,3,2,3,3,3,2,2,3,2,1,2,3,2,2,3,2,2,3,2,2
2262,3,3,1,3,4,2,2,3,2,2,2,2,2,2,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,3,2,2,3
